R,C
0,2.1410074437828697
0.0015624999999999999,2.1410602041970894
0.0031249999999999997,2.1412185056255897
0.0046875,2.1414823480683705
0.0062499999999999995,2.1418517315254326
0.0078125,2.142326692612161
0.009375,2.1429073180305607
0.0109375,2.1435936077806304
0.012499999999999999,2.1443855618623715
0.014062499999999999,2.145283278614494
0.015625,2.1462869059440797
0.017187499999999998,2.147396443851127
0.01875,2.1486118923356368
0.020312499999999997,2.1499334114463475
0.021875,2.1513612108808116
0.023437500000000003,2.1528952906390284
0.025,2.1545356507209976
0.026562500000000003,2.1562825130551286
0.028125,2.1581361494541023
0.0296875,2.160096559917918
0.03125,2.1621637444465764
0.0328125,2.164337987121163
0.034375,2.1666196222436485
0.0359375,2.169008649814032
0.0375,2.1715050698323144
0.0390625,2.174109228892339
0.040624999999999994,2.1768215242338953
0.042187499999999996,2.179641955856983
0.04375,2.1825705237616027
0.04531249999999999,2.185607637498197
0.046875,2.1887537577727825
0.048437499999999994,2.1920088845853583
0.049999999999999996,2.1953730179359248
0.0515625,2.198846630858545
0.05312499999999999,2.2024302481359066
0.05468749999999999,2.2061238697680094
0.056249999999999994,2.209927495754854
0.057812499999999996,2.213841663224588
0.059375,2.2178669617304183
0.06093749999999999,2.222003391272344
0.06249999999999999,2.226250951850365
0.0640625,2.2306102453812673
0.06562499999999999,2.2350819269671938
0.0671875,2.239665996608145
0.06874999999999999,2.2443624543041203
0.0703125,2.249171967540028
0.071875,2.2540952578311133
0.07343749999999999,2.259132325177377
0.07499999999999998,2.2642831695788193
0.07656249999999998,2.269548524953904
0.07812499999999997,2.2749291801821303
0.07968749999999997,2.2804251352634974
0.08124999999999998,2.286036390198006
0.08281249999999997,2.2917637462902105
0.08437499999999998,2.2976080608233285
0.08593749999999997,2.303569333797359
0.08749999999999997,2.309647565212303
0.08906249999999996,2.315843624799718
0.09062499999999996,2.322158439375766
0.09218749999999996,2.328592008940447
0.09374999999999996,2.335144333493761
0.09531249999999997,2.3418163523249778
0.09687499999999996,2.3486090630037415
0.09843749999999994,2.355522465530053
0.09999999999999995,2.3625565599039113
0.10156249999999994,2.3697123561943316
0.10312499999999994,2.3769909240379725
0.10468749999999993,2.384392263434834
0.10624999999999994,2.391916374384916
0.10781249999999994,2.399564339052009
0.10937499999999994,2.4073373005481074
0.11093749999999994,2.415235258873211
0.11249999999999993,2.42325821402732
0.11406249999999993,2.431407321678817
0.11562499999999992,2.4396837999200796
0.11718749999999993,2.448087648751107
0.11874999999999993,2.456618868171901
0.12031249999999993,2.4652786888619582
0.12187499999999993,2.474068405497878
0.12343749999999992,2.4829880180796597
0.12499999999999992,2.492037526607304
0.1265624999999999,2.501218238376719
0.12812499999999993,2.510531526353543
0.12968749999999993,2.519977390537776
0.13124999999999992,2.5295558309294175
